stepStart,stepEnd,totalVector,withinVector,reweightingVector,totalNorm,withinNorm,reweightingNorm,decompositionError,lineageTurnoverTV,lineageCountStart,lineageCountEnd,condition,seed
275,280,"[0.010566472452055553,0.002835059885221314,-0.005944360124038484,0.011500667505523698]","[-0.0002142529964108614,-0.0015875355683935982,-0.000135362774492924,-0.00030878504243774305]","[0.010780725448466432,0.004422595453614925,-0.005808997349545613,0.011809452547961506]",0.016949592177681074,0.001637023155162296,0.01757814015847893,8.59607557482888e-17,0.26720647773279355,11,7,scarcity_mutable,14011
280,285,"[0.014412054051305412,-0.008317550415188113,-0.004782470916360304,-0.010823637670744013]","[0.002265502177037934,-0.002520428979998599,0.0004515418042042981,0.0003790517607029615]","[0.012146551874267535,-0.005797121435189554,-0.005234012720564561,-0.011202689431447069]",0.020418425683199126,0.0034398593860238656,0.018276774305798434,1.2532101517052232e-16,0.13986013986013984,7,6,scarcity_mutable,14011
285,290,"[-0.0026071554877482583,-0.004464389460964502,0.003494221161290556,-0.0008423380314602213]","[0.006107396091293061,0.0032447494021593526,-0.006994452583866899,-0.0036444782311908803]","[-0.008714551579041413,-0.007709138863123806,0.010488673745157454,0.0028021401997307266]",0.0062965981195977384,0.010489674648164346,0.015913469070758933,1.2535702868201927e-16,0.17045454545454544,6,5,scarcity_mutable,14011
290,295,"[-0.007755196190245006,0.007396997934039362,0.003495131225042969,0.002008824240376683]","[0.0038157676133059,0.010604464903545966,-0.0035724410073891782,-0.008280629738195027]","[-0.01157096380355101,-0.0032074669695066425,0.007067572232432078,0.010289453978571641]",0.011450325912146283,0.014434192806722793,0.017320464432033934,1.478495618792672e-16,0.10714285714285712,5,5,scarcity_mutable,14011
295,300,"[0.008880566927357836,-0.009246479134667362,-0.004513593639825286,-0.017715699689330122]","[-0.005036786105271183,-0.001982976724533659,-0.0006734667911704679,0.005423874232268239]","[0.013917353032629117,-0.007263502410133675,-0.0038401268486549147,-0.023139573921598364]",0.022328913730119596,0.007692423556108174,0.02822476994031526,1.3960213444339907e-16,0.11904761904761904,5,5,scarcity_mutable,14011
300,305,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,scarcity_mutable,14011
305,310,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,scarcity_mutable,14011
310,315,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,scarcity_mutable,14011
315,320,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,scarcity_mutable,14011
320,325,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,scarcity_mutable,14011
325,330,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,scarcity_mutable,14011
330,335,"[0.014149374088150979,0.013505939762475272,-0.011976647969200338,0.01671547333438833]","[0.005916676375813227,-0.000346297000132371,-0.0012524785433029114,-0.0017968756268937902]","[0.008232697712337745,0.013852236762607653,-0.010724169425897314,0.018512348961282253]",0.028380668443939917,0.006318579386884852,0.026783887859862857,1.7393144182283468e-16,0.13333333333333336,5,5,scarcity_mutable,14011
335,339,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,scarcity_mutable,14011
179,180,"[-0.029669479396882248,-0.017145181956753963,-0.0037868997639710633,0.015904752281274193]","[-0.010284962362433899,-0.007950095006109822,-0.0030902828281370457,0.003135782500953559]","[-0.019384517034448188,-0.009195086950644157,-0.0006966169358338147,0.012768969780320666]",0.03796757862918417,0.01372470186393932,0.024976809025469032,2.6044549236726305e-16,0.7222222222222225,31,5,neutral_bottleneck_mutable,14011
180,185,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,neutral_bottleneck_mutable,14011
185,190,"[-0.018732139786565016,-0.021996031799887183,-0.01474575158410496,-0.0037270169768017225]","[-0.005163718723964224,0.002675701088778082,-0.001863012798531427,-0.002215335620579406]","[-0.013568421062600788,-0.024671732888665275,-0.01288273878557357,-0.0015116813562223996]",0.03265036479506106,0.006496298636608908,0.031000751490919513,9.15467340958845e-17,0.13333333333333336,5,5,neutral_bottleneck_mutable,14011
190,195,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,neutral_bottleneck_mutable,14011
195,200,"[0.01591653651723418,0.017361652254440252,0.014926602480204332,-0.010205119651032601]","[-0.004826714377285796,0.011331182318511367,0.0028229060972300804,-0.006437371885265654]","[0.02074325089452002,0.0060304699359288744,0.012103696382974245,-0.0037677477657668407]",0.029693619388725473,0.014181023236643733,0.02504684440560951,1.1600618727639406e-16,0.16666666666666663,5,5,neutral_bottleneck_mutable,14011
200,205,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,neutral_bottleneck_mutable,14011
205,210,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,neutral_bottleneck_mutable,14011
210,215,"[-0.001255982698629643,-0.0016490986551448428,0.01575759697846113,0.00624476907560656]","[0.0043014748405918015,0.001067740326685137,-6.265038531097962e-05,0.004662768691867151]","[-0.0055574575392214704,-0.0027168389818299967,0.015820247363772105,0.001582000383739346]",0.01707618289480752,0.006433357766680636,0.01706017292463738,7.059946265080657e-17,0.08333333333333334,5,5,neutral_bottleneck_mutable,14011
215,220,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,neutral_bottleneck_mutable,14011
220,225,"[0.007409317054528353,-0.010522653994297526,-0.017314180450849148,-0.004557086847160774]","[-0.0004133835655031762,-0.004724812555029281,-0.0008924448731084395,8.730805817291153e-05]","[0.007822700620031502,-0.0057978414392682335,-0.016421735577740765,-0.0046443949053336046]",0.022049310907948188,0.004826885144785393,0.019648242001956886,1.0207635341100679e-16,0.101010101010101,5,5,neutral_bottleneck_mutable,14011
225,230,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,neutral_bottleneck_mutable,14011
230,235,"[-0.0051891822709100865,0.0066258312072979275,0.0006882736512347498,-0.009764608600747238]","[0.0008527217314854388,-0.0006818900686029125,-0.001466157406934556,-0.005204250605805549]","[-0.0060419040023954665,0.007307721275900847,0.002154431058169407,-0.00456035799494168]",0.01290932041484375,0.005515972292075377,0.01073991771136305,1.1752751549742868e-16,0.09790209790209789,5,5,neutral_bottleneck_mutable,14011
235,240,"[-0.0009855713903763053,-0.0037833428223018606,0.010681540780567267,0.005128316641152986]","[0.0018054859150128835,-0.002346719367955722,0.00041481926641452686,0.0025494824585252885]","[-0.0027910573053892035,-0.0014366234543461793,0.010266721514152697,0.002578834182627649]",0.012477178322659314,0.003929224734138434,0.01104127910263112,7.822621984818538e-17,0.05494505494505497,5,5,neutral_bottleneck_mutable,14011
240,245,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,neutral_bottleneck_mutable,14011
245,250,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,neutral_bottleneck_mutable,14011
250,255,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,neutral_bottleneck_mutable,14011
255,260,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,neutral_bottleneck_mutable,14011
260,265,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,neutral_bottleneck_mutable,14011
265,270,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,neutral_bottleneck_mutable,14011
270,275,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,neutral_bottleneck_mutable,14011
275,280,"[-0.00865419101974546,-0.012132034664125935,0.004626008158249817,0.007088852310934757]","[-0.0002508702941887614,0.0032399854364551996,-0.002483906656672561,-0.0010772120271437496]","[-0.008403320725556671,-0.015372020100581044,0.007109914814922446,0.008166064338078444]",0.017138642474368707,0.004229730436261105,0.0205949094836158,1.3185039633475853e-16,0.09740259740259741,5,5,neutral_bottleneck_mutable,14011
280,285,"[-0.00798491225537451,0.0030037146297383632,-0.00892554141027746,0.01942901258169666]","[-0.003939908729680895,0.0031131153416943725,0.0020838974677269704,0.009753397057457477]","[-0.004045003525693744,-0.00010940071195605569,-0.011009438878004575,0.00967561552423915]",0.023020272471655046,0.011166277389771743,0.015205239301637696,2.0209016633544765e-16,0.07575757575757577,5,5,neutral_bottleneck_mutable,14011
285,290,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,neutral_bottleneck_mutable,14011
290,295,"[0.013375893531319183,0.0035539608180299442,-0.0069898402955531624,-0.007222985690044703]","[0.00014079474087034337,-0.0026225571172750067,-0.0017589154661718928,-0.0022510067459082864]","[0.013235098790448839,0.0061765179353049805,-0.00523092482938126,-0.0049719789441363535]",0.01710481086984617,0.0038805210964108724,0.01629111300647249,7.049682288004546e-17,0.06410256410256407,5,5,neutral_bottleneck_mutable,14011
295,300,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,neutral_bottleneck_mutable,14011
300,305,"[0.001313514881916833,0.016957823336922473,0.00567388767186644,-0.002227343606837018]","[0.00040434138571947015,-0.0012532936950981532,-0.0007075953332962976,0.0004574550337641683]","[0.0009091734961973429,0.018211117032020607,0.006381483005162699,-0.0026847986406012426]",0.018067848641361958,0.0015633916035329085,0.019503918813558813,7.34906750854423e-17,0.06593406593406598,5,5,neutral_bottleneck_mutable,14011
305,310,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,neutral_bottleneck_mutable,14011
310,315,"[0.0012803160908103628,-0.0014813583392158103,0.007315496907845109,0.006341067020058044]","[0.004064443357350789,0.0005720670670494508,-0.0025363363650393257,0.003293048445366103]","[-0.002784127266540412,-0.002053425406265264,0.00985183327288444,0.0030480185746919585]",0.009877209007766886,0.00584158632175067,0.010877359817702529,2.2964620300647496e-17,0.04761904761904759,5,5,neutral_bottleneck_mutable,14011
315,320,"[-0.0004987189229844757,-0.010554922736501715,-0.006518282178534118,-0.00948278696480076]","[0.0035286039416272895,-0.0008440822892979094,3.8460022521986935e-05,-0.005287295940333565]","[-0.004027322864611787,-0.00971084044720379,-0.006556742201056064,-0.004195491024467178]",0.015622623522201845,0.006412526664425984,0.013081007792764597,5.192049388106526e-17,0.04999999999999999,5,5,neutral_bottleneck_mutable,14011
320,325,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,neutral_bottleneck_mutable,14011
325,330,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,neutral_bottleneck_mutable,14011
330,335,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,neutral_bottleneck_mutable,14011
335,339,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,neutral_bottleneck_mutable,14011
179,180,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,20,20,scarcity_mutable,14029
180,185,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,20,20,scarcity_mutable,14029
185,190,"[-0.00012910775858043788,-0.0013257697320476214,0.0007248865018787409,0.0018093268233331239]","[0.0005499369289783126,-0.0010237681866688674,-0.00089049130866061,-0.00021104053151506852]","[-0.0006790446875588262,-0.000302001545378731,0.001615377810539377,0.002020367354848379]",0.0023608172716197283,0.001479204111213732,0.0026914004422294783,2.042800897853788e-16,0.03900508762012439,20,19,scarcity_mutable,14029
190,195,"[-0.000552269691111329,0.0004864999660317282,-0.0010396498580418911,0.001096556304584495]","[-0.0004940078628436917,3.449122456633158e-05,-0.00011116591353322393,0.0004994593711184004]","[-5.826182826768826e-05,0.0004520087414653749,-0.0009284839445086952,0.0005970969334659975]",0.0016807711281193532,0.0007120750921448812,0.0011942836874709163,1.1527676034618457e-16,0.016031457955232885,19,19,scarcity_mutable,14029
195,200,"[0.0009126114613812186,-0.0015221489112421938,0.00438272818143054,0.002834054093033944]","[-0.0009424308349896715,-0.0009443686269200213,-0.0004606957911188429,0.0011048786174517697]","[0.0018550422963709667,-0.0005777802843221448,0.004843423972549477,0.0017291754755822315]",0.005512709488263286,0.0017924858028745686,0.005497619082975706,1.3727643692845623e-16,0.043859649122807015,19,18,scarcity_mutable,14029
200,205,"[0.004663420223118053,-0.0003173588463231125,-0.0026627697054079635,0.0034632816195340754]","[0.0007851769460834946,8.382319486078598e-05,-0.0007345919945887225,0.0012060815599007823]","[0.0038782432770345437,-0.00040118204118382397,-0.0019281777108191927,0.002257200059633385]",0.006397879875002887,0.0016179577535597814,0.004900463176041725,1.2878570584928292e-16,0.03418803418803423,18,17,scarcity_mutable,14029
205,210,"[0.003097676003033012,-0.0010138728826251109,0.0010570482906971934,0.0014151908367529553]","[0.0018940557159287485,0.0007793026290745166,0.0008886794281893471,0.0005210795500200021]","[0.0012036202871042437,-0.0017931755116997118,0.00016836886250779382,0.0008941112867327549]",0.0037072430504600743,0.0022926043414119262,0.002343493818684721,2.225912212740863e-16,0.04827315541601252,17,17,scarcity_mutable,14029
210,215,"[4.373993239048524e-05,-0.003496830594501288,-0.0010411792883208704,0.0030608921578838544]","[0.0023275473716094404,-0.00045395293754861175,-0.00011450216887367096,8.281399615683318e-05]","[-0.0022838074392188506,-0.0030428776569527386,-0.000926677119447169,0.0029780781617270526]",0.00476265183494962,0.002375609172661039,0.004919609829618202,1.2930746198573518e-16,0.06712018140589572,17,16,scarcity_mutable,14029
215,220,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,16,16,scarcity_mutable,14029
220,225,"[0.005105233854692415,0.0008367850200056703,0.0036226675129970576,0.0033097613073523324]","[0.0006888377371602149,-0.0006087126507858934,0.0015495707410437087,0.0024821404881893937]","[0.004416396117532181,0.0014454976707914983,0.0020730967719534386,0.0008276208191629504]",0.007130347936964532,0.0030671190723495926,0.005155259899307958,1.1314630188777218e-16,0.03617571059431523,16,16,scarcity_mutable,14029
225,230,"[0.002696333959162245,0.0004132173733726874,-0.0029954383728075795,0.0010324887133070781]","[-0.0006575632758415937,-0.000990104698729558,-0.0006758070584862092,-0.0003709223666379333]","[0.003353897235003711,0.001403322072102245,-0.0023196313143213753,0.0014034110799449832]",0.004180867063825779,0.001416684636238406,0.004535216818930219,1.3068554014627244e-16,0.021040974529346605,16,16,scarcity_mutable,14029
230,235,"[0.014077883835886928,0.0027687298696436047,-0.002157500328598294,0.003102997642566163]","[0.0014099198312390432,0.001559798319016287,-0.0035401535062226175,-0.0021396759262922093]","[0.012667964004647906,0.001208931550627364,0.0013826531776243434,0.005242673568858389]",0.014836983535255947,0.004640231098092194,0.013832432305142807,5.671113245077882e-17,0.09330759330759333,16,15,scarcity_mutable,14029
235,240,"[0.005471795948248315,0.002394007321564362,-0.002021563696063322,0.001650454690664216]","[0.001356878934789935,0.0007136593004761104,0.0006866678546475747,-0.00019047392592374165]","[0.00411491701345835,0.0016803480210881958,-0.002708231550710945,0.001840928616587834]",0.006517863332269798,0.0016906280193749973,0.005520837599790652,1.4676509661134613e-16,0.025525525525525478,15,15,scarcity_mutable,14029
240,245,"[0.010937108241090177,0.0009595806541353724,-0.0033914107443170916,-0.0021890038134302348]","[0.0014273084250318187,0.0012097827569055948,0.0010136547506880535,0.00023925890151041136]","[0.009509799816058455,-0.0002502021027702278,-0.004405065495005125,-0.002428262714940649]",0.011697629513751709,0.0021413837663103127,0.010761038772432322,9.93538640473693e-17,0.10069444444444446,15,13,scarcity_mutable,14029
245,250,"[-0.0004972592723427871,-0.00046786595450520885,0.0034078961559593224,-0.0002662413897661642]","[0.0007051912391806036,-0.0006256682488152007,-0.0004852000650869013,0.0007408360390576365]","[-0.0012024505115233843,0.00015780229430996715,0.0038930962210462702,-0.001007077428823819]",0.003485800628656621,0.0012934498758434732,0.0042001418941178025,5.602107876905117e-17,0.028225806451612892,13,13,scarcity_mutable,14029
250,255,"[0.012233038265834772,0.005574923540564047,0.008949580585123462,0.005583680536937641]","[0.0009014040740577261,-0.003288841250376077,0.002905439684376069,-0.0002621247190483509]","[0.011331634191777077,0.008863764790940086,0.006044140900747392,0.0058458052559860335]",0.0170879922367933,0.0044876826094084055,0.016663653202235153,6.453544378663091e-17,0.09557945041816009,13,13,scarcity_mutable,14029
255,260,"[0.002746902640786475,0.00024141553175544006,-0.0018864299681905505,0.0033822086517040217]","[0.0012279923573314735,-0.0011838520569843964,-8.190808470935787e-05,0.0009777041761714973]","[0.0015189102834550663,0.0014252675887398954,-0.001804521883481146,0.002404504475532646]",0.004754125467999494,0.0019677614979805446,0.0036573784531432965,1.5693750608568643e-16,0.03561253561253566,13,13,scarcity_mutable,14029
260,265,"[-0.011360596312935622,-0.004811412983381613,-0.0014882520693367818,-0.018261377369970022]","[-0.0037198460605164345,-0.003864975994603969,0.0003772271542426076,-0.0025597522181566917]","[-0.0076407502524192435,-0.0009464369887776725,-0.0018654792235794446,-0.015701625151813395]",0.022088586218961096,0.005955663346518225,0.017586865909969204,1.0631839303376039e-16,0.06410256410256407,13,13,scarcity_mutable,14029
265,270,"[0.011988101910885507,0.003402358610415268,0.006961796135220133,0.006367091366879851]","[0.0023934161980780203,-0.0005473531946393133,-0.00502171499596051,-0.0008521054700081704]","[0.009594685712807615,0.003949711805054676,0.011983511131180687,0.007219196836888042]",0.015630006060210137,0.0056543560066179615,0.017417794328542537,1.667732736832617e-16,0.06818181818181819,13,13,scarcity_mutable,14029
270,275,"[0.008700428413803696,0.004869250441367767,-0.0052067109212447504,0.0001813296391891539]","[0.00015853530962655173,0.0016580358417410412,0.00034330494005981385,-0.0005043747834991441]","[0.008541893104177207,0.003211214599626701,-0.005550015861304627,0.0006857044226882165]",0.011249434363555383,0.001773828768792408,0.010702742808461433,1.2272943513165904e-16,0.08636363636363639,13,12,scarcity_mutable,14029
